task_type,method,prompt,model_claimed,precheck,dimension,value,n,success_n,SR,mean_executed
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all juices in the fridge,2,2,1,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all milks in the microwave,4,3,0.75,5.5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all crackers on the kitchentable,1,0,0,0
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all plums in the fryingpan,1,0,0,4
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all crackers in the fridge,2,2,1,9.5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all crackers in the microwave,2,2,1,7
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all cupcakes on the desk,1,0,0,1
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all bananas on the desk,1,0,0,2
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all milks on the cuttingboard,1,1,1,10
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all milks on the desk,1,1,1,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all alcohols on the kitchentable,1,1,1,7
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,task_name,Put all alcohols in the microwave,2,1,0.5,8.5
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,scene,1,25,21,0.84,10.4
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,scene,2,17,16,0.9411764705882353,8.411764705882353
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,scene,3,14,9,0.6428571428571429,6.642857142857143
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,scene,4,18,13,0.7222222222222222,7.555555555555555
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,scene,5,8,6,0.75,7
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,scene,6,5,4,0.8,6.6
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,scene,7,16,15,0.9375,8.1875
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,cupcakes,14,11,0.7857142857142857,8.285714285714286
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,bananas,16,13,0.8125,7.9375
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,bellpeppers,4,2,0.5,17.25
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,chips,7,6,0.8571428571428571,7.285714285714286
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,apples,1,1,1,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,peaches,19,17,0.8947368421052632,9.210526315789474
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,plums,16,13,0.8125,7.8125
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,creamybuns,8,8,1,8.25
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,milks,8,5,0.625,5.25
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,juices,2,2,1,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,crackers,5,4,0.8,6.6
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,object,alcohols,3,2,0.6666666666666666,8
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,kitchencounter,7,3,0.42857142857142855,5.714285714285714
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,kitchentable,12,10,0.8333333333333334,10.333333333333334
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,microwave,48,42,0.875,8.708333333333334
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,fridge,26,26,1,9.038461538461538
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,coffeetable,4,1,0.25,2.25
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,oventray,1,0,0,1
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,fryingpan,1,0,0,4
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,desk,3,1,0.3333333333333333,3.6666666666666665
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,destination,cuttingboard,1,1,1,10
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,goal_count,2,83,70,0.8433734939759037,7.337349397590361
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,goal_count,3,13,10,0.7692307692307693,10.538461538461538
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,goal_count,6,4,2,0.5,17.25
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,goal_count,4,3,2,0.6666666666666666,12.333333333333334
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,required_state_changes,,103,84,0.8155339805825242,8.271844660194175
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,8,53,44,0.8301886792452831,6.943396226415095
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,12,6,5,0.8333333333333334,11.333333333333334
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,24,2,1,0.5,27
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,0,2,0,0,0
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,9,30,26,0.8666666666666667,8.3
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,13,5,4,0.8,11.6
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,25,1,1,1,15
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,4,2,1,0.5,3
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,16,1,1,1,16
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts,gpt-4o,True,reference_length,17,1,1,1,18
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all cupcakes on the kitchencounter,1,0,0,5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bananas on the kitchencounter,1,0,0,8
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bellpeppers on the kitchentable,1,0,0,12
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bellpeppers on the kitchencounter,1,1,1,0
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all chips on the kitchentable,3,2,0.6666666666666666,6
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all apples on the kitchencounter,1,0,0,6
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all peaches on the kitchentable,4,3,0.75,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all peaches on the kitchencounter,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all plums on the kitchencounter,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all cupcakes in the microwave,10,5,0.5,8.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bananas in the fridge,6,5,0.8333333333333334,7.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bananas in the microwave,6,1,0.16666666666666666,5.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bellpeppers in the fridge,2,0,0,16.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all peaches in the fridge,6,1,0.16666666666666666,6.666666666666667
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all peaches in the microwave,8,4,0.5,6.75
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all plums in the fridge,6,3,0.5,5.333333333333333
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all plums in the microwave,8,7,0.875,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all creamybuns on the kitchentable,2,0,0,4.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all creamybuns in the fridge,2,0,0,4
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all creamybuns in the microwave,4,0,0,5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all chips in the microwave,4,3,0.75,7.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all milks on the coffeetable,1,0,0,16
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bananas on the oventray,1,0,0,2
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bananas on the coffeetable,1,0,0,4
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all cupcakes on the coffeetable,2,1,0.5,2
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all juices in the fridge,2,2,1,8.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all milks in the microwave,4,3,0.75,6
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all crackers on the kitchentable,1,0,0,4
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all plums in the fryingpan,1,0,0,5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all crackers in the fridge,2,0,0,3.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all crackers in the microwave,2,1,0.5,6
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all cupcakes on the desk,1,0,0,4
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all bananas on the desk,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all milks on the cuttingboard,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all milks on the desk,1,1,1,8
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all alcohols on the kitchentable,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,task_name,Put all alcohols in the microwave,2,1,0.5,7.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,scene,1,25,15,0.6,7.96
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,scene,2,17,5,0.29411764705882354,5.176470588235294
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,scene,3,14,5,0.35714285714285715,6.571428571428571
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,scene,4,18,6,0.3333333333333333,6.166666666666667
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,scene,5,8,3,0.375,5.625
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,scene,6,5,4,0.8,6.4
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,scene,7,16,11,0.6875,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,cupcakes,14,6,0.42857142857142855,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,bananas,16,7,0.4375,6.1875
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,bellpeppers,4,1,0.25,11.25
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,chips,7,5,0.7142857142857143,6.857142857142857
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,apples,1,0,0,6
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,peaches,19,9,0.47368421052631576,6.7894736842105265
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,plums,16,11,0.6875,6.25
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,creamybuns,8,0,0,4.625
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,milks,8,5,0.625,6.875
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,juices,2,2,1,8.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,crackers,5,1,0.2,4.6
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,object,alcohols,3,2,0.6666666666666666,7.333333333333333
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,kitchencounter,7,3,0.42857142857142855,4.714285714285714
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,kitchentable,12,6,0.5,6.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,microwave,48,25,0.5208333333333334,6.854166666666667
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,fridge,26,11,0.4230769230769231,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,coffeetable,4,1,0.25,6
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,oventray,1,0,0,2
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,fryingpan,1,0,0,5
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,desk,3,2,0.6666666666666666,6.333333333333333
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,destination,cuttingboard,1,1,1,7
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,goal_count,2,83,46,0.5542168674698795,6.0843373493975905
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,goal_count,3,13,2,0.15384615384615385,7.923076923076923
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,goal_count,6,4,1,0.25,11.25
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,goal_count,4,3,0,0,8.666666666666666
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,required_state_changes,,103,49,0.47572815533980584,6.592233009708738
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,8,53,29,0.5471698113207547,6.0754716981132075
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,12,6,0,0,7.333333333333333
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,24,2,0,0,14
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,0,2,1,0.5,0
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,9,30,16,0.5333333333333333,6.266666666666667
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,13,5,2,0.4,10.2
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,25,1,0,0,17
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,4,2,1,0.5,2
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,16,1,0,0,8
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt,gpt-4o-mini,False,reference_length,17,1,0,0,17
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all cupcakes on the kitchencounter,1,0,0,3
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bananas on the kitchencounter,1,0,0,4
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bellpeppers on the kitchentable,1,0,0,13
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bellpeppers on the kitchencounter,1,0,0,0
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all chips on the kitchentable,3,3,1,6.333333333333333
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all apples on the kitchencounter,1,1,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all peaches on the kitchentable,4,4,1,10
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all peaches on the kitchencounter,1,1,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all plums on the kitchencounter,1,0,0,3
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all cupcakes in the microwave,10,9,0.9,10.2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bananas in the fridge,6,6,1,8.166666666666666
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bananas in the microwave,6,6,1,11
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bellpeppers in the fridge,2,1,0.5,7.5
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all peaches in the fridge,6,4,0.6666666666666666,7.833333333333333
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all peaches in the microwave,8,2,0.25,8.875
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all plums in the fridge,6,4,0.6666666666666666,6.166666666666667
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all plums in the microwave,8,7,0.875,8.25
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all creamybuns on the kitchentable,2,1,0.5,6
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all creamybuns in the fridge,2,1,0.5,4.5
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all creamybuns in the microwave,4,2,0.5,4.75
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all chips in the microwave,4,3,0.75,6
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all milks on the coffeetable,1,0,0,2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bananas on the oventray,1,0,0,2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bananas on the coffeetable,1,0,0,2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all cupcakes on the coffeetable,2,1,0.5,2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all juices in the fridge,2,2,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all milks in the microwave,4,4,1,7.75
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all crackers on the kitchentable,1,1,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all plums in the fryingpan,1,0,0,3
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all crackers in the fridge,2,1,0.5,4
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all crackers in the microwave,2,1,0.5,6
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all cupcakes on the desk,1,0,0,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all bananas on the desk,1,0,0,4
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all milks on the kitchencounter,1,0,0,0
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all milks on the cuttingboard,1,1,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all milks on the desk,1,1,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all alcohols on the kitchentable,1,1,1,7
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,task_name,Put all alcohols in the microwave,2,2,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,1,25,18,0.72,8.88
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,2,17,12,0.7058823529411765,6.647058823529412
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,3,14,9,0.6428571428571429,7.214285714285714
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,4,18,9,0.5,6.055555555555555
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,5,8,6,0.75,7.5
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,6,5,4,0.8,6.4
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,scene,7,16,12,0.75,7.3125
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,cupcakes,14,10,0.7142857142857143,8.357142857142858
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,bananas,16,12,0.75,7.9375
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,bellpeppers,4,1,0.25,7
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,chips,7,6,0.8571428571428571,6.142857142857143
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,apples,1,1,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,peaches,19,11,0.5789473684210527,8.736842105263158
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,plums,16,11,0.6875,6.8125
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,creamybuns,8,4,0.5,5
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,milks,8,6,0.75,6.125
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,juices,2,2,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,crackers,5,3,0.6,5.6
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,object,alcohols,3,3,1,7.666666666666667
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,kitchencounter,7,2,0.2857142857142857,3.7142857142857144
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,kitchentable,12,10,0.8333333333333334,8.25
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,microwave,48,36,0.75,8.479166666666666
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,fridge,26,19,0.7307692307692307,6.961538461538462
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,coffeetable,4,1,0.25,2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,oventray,1,0,0,2
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,fryingpan,1,0,0,3
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,desk,3,1,0.3333333333333333,6.666666666666667
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,destination,cuttingboard,1,1,1,8
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,2,83,61,0.7349397590361446,6.759036144578313
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,3,13,7,0.5384615384615384,10.153846153846153
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,6,4,1,0.25,7
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,goal_count,4,3,1,0.3333333333333333,11
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,required_state_changes,,103,70,0.6796116504854369,7.320388349514563
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,8,53,38,0.7169811320754716,6.754716981132075
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,12,6,3,0.5,10.333333333333334
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,24,2,0,0,6.5
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,0,2,0,0,0
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,9,30,23,0.7666666666666667,7.266666666666667
placement_task,single-prompt/gpt-4o/no-precheck,single-prompt,gpt-4o,False,reference_length,13,5,3,0.6,10.4
